f_crop,f_prod_system,f_region,x0_crops
"Barley, spring",conventional,1011,2737.631683
"Barley, spring",conventional,111,3197.230023
"Barley, spring",conventional,1111,3724.632698
"Barley, spring",conventional,1112,2374.312487
"Barley, spring",conventional,112,3182.258194
"Barley, spring",conventional,1121,8261.758522
"Barley, spring",conventional,1122,4514.57569
"Barley, spring",conventional,1123,5045.861526
"Barley, spring",conventional,1124,1525.884849
"Barley, spring",conventional,1131,313.0373946
"Barley, spring",conventional,1211,8480.740565
"Barley, spring",conventional,1212,5548.578551
"Barley, spring",conventional,1213,3329.502866
"Barley, spring",conventional,1214,6411.195092
"Barley, spring",conventional,1215,8717.183223
"Barley, spring",conventional,1216,7758.305754
"Barley, spring",conventional,1221,1698.753931
"Barley, spring",conventional,1222,3203.833091
"Barley, spring",conventional,1311,6611.512635
"Barley, spring",conventional,1321,6934.417073
"Barley, spring",conventional,1322,500.1770658
"Barley, spring",conventional,1331,2197.050847
"Barley, spring",conventional,1411,317.1017619
"Barley, spring",conventional,1412,1233.020261
"Barley, spring",conventional,1421,699.3188265
"Barley, spring",conventional,1511,2365.400898
"Barley, spring",conventional,1512,3511.251403
"Barley, spring",conventional,1521,982.0580993
"Barley, spring",conventional,1522,1112.665417
"Barley, spring",conventional,1611,632.0536344
"Barley, spring",conventional,1612,5004.05808
"Barley, spring",conventional,1613,2592.957515
"Barley, spring",conventional,1614,1570.379642
"Barley, spring",conventional,1615,2979.921741
"Barley, spring",conventional,1616,2275.908178
"Barley, spring",conventional,1617,1033.241016
"Barley, spring",conventional,1621,4665.233039
"Barley, spring",conventional,1622,5241.407657
"Barley, spring",conventional,1623,3627.90939
"Barley, spring",conventional,1711,2359.890271
"Barley, spring",conventional,1712,1676.246573
"Barley, spring",conventional,1713,1109.124765
"Barley, spring",conventional,1721,489.0736
"Barley, spring",conventional,1722,1850.406811
"Barley, spring",conventional,1723,129.0491764
"Barley, spring",conventional,1724,296.3600846
"Barley, spring",conventional,1811,1558.500562
"Barley, spring",conventional,1812,8005.929073
"Barley, spring",conventional,1813,712.9158113
"Barley, spring",conventional,1821,3473.167973
"Barley, spring",conventional,1911,7464.451542
"Barley, spring",conventional,1912,1551.156486
"Barley, spring",conventional,1921,9176.349136
"Barley, spring",conventional,1922,3096.2153
"Barley, spring",conventional,2011,5103.244462
"Barley, spring",conventional,2012,1037.467793
"Barley, spring",conventional,2019,0
"Barley, spring",conventional,2111,3720.092029
"Barley, spring",conventional,2121,2442.542413
"Barley, spring",conventional,2122,383.7849625
"Barley, spring",conventional,2211,424.3719863
"Barley, spring",conventional,2212,895.5929848
"Barley, spring",conventional,2221,1105.193771
"Barley, spring",conventional,2311,796.8752743
"Barley, spring",conventional,2312,87.91599164
"Barley, spring",conventional,2319,0
"Barley, spring",conventional,2331,40.04181507
"Barley, spring",conventional,2411,1923.033781
"Barley, spring",conventional,2412,1160.484703
"Barley, spring",conventional,2413,2344.921841
"Barley, spring",conventional,2414,759.5814848
"Barley, spring",conventional,2415,9.765575705
"Barley, spring",conventional,2419,0
"Barley, spring",conventional,2511,1966.676454
"Barley, spring",conventional,2512,374.720631
"Barley, spring",conventional,2519,0
"Barley, spring",conventional,2521,0
"Barley, spring",conventional,311,10778.98809
"Barley, spring",conventional,312,3132.596592
"Barley, spring",conventional,321,9280.627105
"Barley, spring",conventional,322,1149.04237
"Barley, spring",conventional,411,4356.865153
"Barley, spring",conventional,421,3531.228604
"Barley, spring",conventional,422,3618.914721
"Barley, spring",conventional,431,2751.128093
"Barley, spring",conventional,511,486.0917732
"Barley, spring",conventional,512,575.6352265
"Barley, spring",conventional,513,4705.560547
"Barley, spring",conventional,514,3236.761737
"Barley, spring",conventional,515,1919.002308
"Barley, spring",conventional,521,1006.187724
"Barley, spring",conventional,611,671.8094038
"Barley, spring",conventional,612,1398.751067
"Barley, spring",conventional,621,1476.903143
"Barley, spring",conventional,622,1591.43889
"Barley, spring",conventional,711,1519.310594
"Barley, spring",conventional,731,255.2857566
"Barley, spring",conventional,811,2358.68932
"Barley, spring",conventional,812,1810.261981
"Barley, spring",conventional,813,775.957713
"Barley, spring",conventional,814,612.9015548
"Barley, spring",conventional,821,1652.721998
"Barley, spring",conventional,831,593.3318208
"Barley, spring",conventional,911,1910.162789
"Barley, spring",conventional,912,5061.712067
"Barley, spring",conventional,913,1898.799908
"Barley, spring",organic,1011,94.2274922
"Barley, spring",organic,111,129.0404791
"Barley, spring",organic,1111,122.087916
"Barley, spring",organic,1112,77.85346185
"Barley, spring",organic,112,121.9359237
"Barley, spring",organic,1121,270.8081472
"Barley, spring",organic,1122,147.9810714
"Barley, spring",organic,1123,165.3958304
"Barley, spring",organic,1124,48.7317906
"Barley, spring",organic,1131,14.46646082
"Barley, spring",organic,1211,277.9860526
"Barley, spring",organic,1212,181.8741462
"Barley, spring",organic,1213,109.1361482
"Barley, spring",organic,1214,210.1494324
"Barley, spring",organic,1215,285.736291
"Barley, spring",organic,1216,254.3057148
"Barley, spring",organic,1221,55.68262538
"Barley, spring",organic,1222,105.01688
"Barley, spring",organic,1311,204.8209012
"Barley, spring",organic,1321,215.2482543
"Barley, spring",organic,1322,66.72415067
"Barley, spring",organic,1331,87.2087288
"Barley, spring",organic,1411,24.39031965
"Barley, spring",organic,1412,94.8394551
"Barley, spring",organic,1421,53.78907268
"Barley, spring",organic,1511,184.1649178
"Barley, spring",organic,1512,270.0727476
"Barley, spring",organic,1521,69.5069373
"Barley, spring",organic,1522,85.58219612
"Barley, spring",organic,1611,92.77564181
"Barley, spring",organic,1612,387.0111762
"Barley, spring",organic,1613,199.4409058
"Barley, spring",organic,1614,131.3531993
"Barley, spring",organic,1615,229.2047934
"Barley, spring",organic,1616,175.0546185
"Barley, spring",organic,1617,78.10041447
"Barley, spring",organic,1621,358.8328377
"Barley, spring",organic,1622,403.1501036
"Barley, spring",organic,1623,279.0456577
"Barley, spring",organic,1711,212.266558
"Barley, spring",organic,1712,148.1814164
"Barley, spring",organic,1713,100.2189441
"Barley, spring",organic,1721,42.51854437
"Barley, spring",organic,1722,160.3782612
"Barley, spring",organic,1723,9.7336308
"Barley, spring",organic,1724,35.25603108
"Barley, spring",organic,1811,99.6580692
"Barley, spring",organic,1812,453.9881087
"Barley, spring",organic,1813,40.75428169
"Barley, spring",organic,1821,189.4748779
"Barley, spring",organic,1911,362.0401912
"Barley, spring",organic,1912,75.10297469
"Barley, spring",organic,1921,456.3494639
"Barley, spring",organic,1922,166.4474815
"Barley, spring",organic,2011,685.1709632
"Barley, spring",organic,2012,140.0463893
"Barley, spring",organic,2019,0
"Barley, spring",organic,2111,729.4643632
"Barley, spring",organic,2121,445.0222698
"Barley, spring",organic,2122,63.41385534
"Barley, spring",organic,2211,128.9241705
"Barley, spring",organic,2212,268.2739232
"Barley, spring",organic,2221,281.5684601
"Barley, spring",organic,2311,540.0012693
"Barley, spring",organic,2312,60.08021889
"Barley, spring",organic,2319,0
"Barley, spring",organic,2331,20.99294228
"Barley, spring",organic,2411,198.538519
"Barley, spring",organic,2412,119.8111632
"Barley, spring",organic,2413,242.095232
"Barley, spring",organic,2414,80.23169145
"Barley, spring",organic,2415,1.176117136
"Barley, spring",organic,2419,0
"Barley, spring",organic,2511,262.4086265
"Barley, spring",organic,2512,50.10204417
"Barley, spring",organic,2519,0
"Barley, spring",organic,2521,0
"Barley, spring",organic,311,579.4077669
"Barley, spring",organic,312,168.3215257
"Barley, spring",organic,321,466.8846987
"Barley, spring",organic,322,54.78794938
"Barley, spring",organic,411,339.5200991
"Barley, spring",organic,421,215.7007407
"Barley, spring",organic,422,261.101267
"Barley, spring",organic,431,192.762887
"Barley, spring",organic,511,56.01758117
"Barley, spring",organic,512,66.70209383
"Barley, spring",organic,513,549.2661549
"Barley, spring",organic,514,377.8176172
"Barley, spring",organic,515,223.9994594
"Barley, spring",organic,521,109.3797691
"Barley, spring",organic,611,133.6062119
"Barley, spring",organic,612,278.3115722
"Barley, spring",organic,621,172.7919139
"Barley, spring",organic,622,271.9760662
"Barley, spring",organic,711,105.7688622
"Barley, spring",organic,731,13.53959992
"Barley, spring",organic,811,159.7037589
"Barley, spring",organic,812,123.8132825
"Barley, spring",organic,813,53.0718054
"Barley, spring",organic,814,42.40408267
"Barley, spring",organic,821,125.7207692
"Barley, spring",organic,831,37.30987331
"Barley, spring",organic,911,169.7893967
"Barley, spring",organic,912,449.9224062
"Barley, spring",organic,913,168.7793798
"Barley, winter",conventional,1011,294.1000845
"Barley, winter",conventional,111,68.26879751
"Barley, winter",conventional,1111,570.5546668
"Barley, winter",conventional,1112,143.641393
"Barley, winter",conventional,112,61.12006538
"Barley, winter",conventional,1121,877.865773
"Barley, winter",conventional,1122,554.3120079
"Barley, winter",conventional,1123,480.9087656
"Barley, winter",conventional,1124,63.91076823
"Barley, winter",conventional,1131,0
"Barley, winter",conventional,1211,221.0766483
"Barley, winter",conventional,1212,348.8283121
"Barley, winter",conventional,1213,130.2476998
"Barley, winter",conventional,1214,72.35401496
"Barley, winter",conventional,1215,546.0500703
"Barley, winter",conventional,1216,381.1701126
"Barley, winter",conventional,1221,69.14427162
"Barley, winter",conventional,1222,152.2446236
"Barley, winter",conventional,1311,427.499378
"Barley, winter",conventional,1321,335.2596635
"Barley, winter",conventional,1322,0
"Barley, winter",conventional,1331,149.360283
"Barley, winter",conventional,1411,0
"Barley, winter",conventional,1412,16.90311514
"Barley, winter",conventional,1421,0
"Barley, winter",conventional,1511,51.98281275
"Barley, winter",conventional,1512,138.593757
"Barley, winter",conventional,1521,27.55149842
"Barley, winter",conventional,1522,0
"Barley, winter",conventional,1611,0
"Barley, winter",conventional,1612,149.3403103
"Barley, winter",conventional,1613,80.59160429
"Barley, winter",conventional,1614,279.6505235
"Barley, winter",conventional,1615,134.3713052
"Barley, winter",conventional,1616,110.4738632
"Barley, winter",conventional,1617,12.61790864
"Barley, winter",conventional,1621,139.7971843
"Barley, winter",conventional,1622,394.6519018
"Barley, winter",conventional,1623,332.7561961
"Barley, winter",conventional,1711,21.87126302
"Barley, winter",conventional,1712,0
"Barley, winter",conventional,1713,1.062512079
"Barley, winter",conventional,1721,2.524509777
"Barley, winter",conventional,1722,80.10528139
"Barley, winter",conventional,1723,0
"Barley, winter",conventional,1724,0
"Barley, winter",conventional,1811,89.88391327
"Barley, winter",conventional,1812,418.892212
"Barley, winter",conventional,1813,10.12929652
"Barley, winter",conventional,1821,130.5644202
"Barley, winter",conventional,1911,220.1414709
"Barley, winter",conventional,1912,5.422689779
"Barley, winter",conventional,1921,215.6319785
"Barley, winter",conventional,1922,25.0772644
"Barley, winter",conventional,2011,7.599161414
"Barley, winter",conventional,2012,4.326606532
"Barley, winter",conventional,2019,0
"Barley, winter",conventional,2111,3.552902472
"Barley, winter",conventional,2121,0
"Barley, winter",conventional,2122,0
"Barley, winter",conventional,2211,0
"Barley, winter",conventional,2212,0
"Barley, winter",conventional,2221,0
"Barley, winter",conventional,2311,0
"Barley, winter",conventional,2312,0
"Barley, winter",conventional,2319,0
"Barley, winter",conventional,2331,0
"Barley, winter",conventional,2411,0
"Barley, winter",conventional,2412,0
"Barley, winter",conventional,2413,0
"Barley, winter",conventional,2414,0
"Barley, winter",conventional,2415,0
"Barley, winter",conventional,2419,0
"Barley, winter",conventional,2511,0
"Barley, winter",conventional,2512,0
"Barley, winter",conventional,2519,0
"Barley, winter",conventional,2521,0
"Barley, winter",conventional,311,134.8024682
"Barley, winter",conventional,312,32.24280341
"Barley, winter",conventional,321,385.7837926
"Barley, winter",conventional,322,0
"Barley, winter",conventional,411,282.5109334
"Barley, winter",conventional,421,92.5185969
"Barley, winter",conventional,422,20.67638717
"Barley, winter",conventional,431,28.3729933
"Barley, winter",conventional,511,7.245486895
"Barley, winter",conventional,512,14.44876635
"Barley, winter",conventional,513,1063.791168
"Barley, winter",conventional,514,526.510063
"Barley, winter",conventional,515,261.0568797
"Barley, winter",conventional,521,15.19507312
"Barley, winter",conventional,611,2.011830551
"Barley, winter",conventional,612,82.82425929
"Barley, winter",conventional,621,13.40794648
"Barley, winter",conventional,622,10.74723375
"Barley, winter",conventional,711,16.26146681
"Barley, winter",conventional,731,13.09860457
"Barley, winter",conventional,811,1292.977043
"Barley, winter",conventional,812,904.5345385
"Barley, winter",conventional,813,123.1291243
"Barley, winter",conventional,814,9.034338832
"Barley, winter",conventional,821,50.57559016
"Barley, winter",conventional,831,22.04593851
"Barley, winter",conventional,911,986.2804782
"Barley, winter",conventional,912,2101.460064
"Barley, winter",conventional,913,384.9923043
"Barley, winter",organic,1011,34.81928943
"Barley, winter",organic,111,2.030122092
"Barley, winter",organic,1111,12.05524844
"Barley, winter",organic,1112,3.122492533
"Barley, winter",organic,112,1.006404219
"Barley, winter",organic,1121,18.5484242
"Barley, winter",organic,1122,11.71205733
"Barley, winter",organic,1123,10.16112037
"Barley, winter",organic,1124,1.328557123
"Barley, winter",organic,1131,0
"Barley, winter",organic,1211,4.67112807
"Barley, winter",organic,1212,7.370392723
"Barley, winter",organic,1213,2.752003394
"Barley, winter",organic,1214,1.52876784
"Barley, winter",organic,1215,11.53749087
"Barley, winter",organic,1216,8.053742564
"Barley, winter",organic,1221,1.46094918
"Barley, winter",organic,1222,3.216776355
"Barley, winter",organic,1311,8.744621962
"Barley, winter",organic,1321,6.864488496
"Barley, winter",organic,1322,0
"Barley, winter",organic,1331,3.853865513
"Barley, winter",organic,1411,0
"Barley, winter",organic,1412,0.789974864
"Barley, winter",organic,1421,0
"Barley, winter",organic,1511,2.409925336
"Barley, winter",organic,1512,6.47724301
"Barley, winter",organic,1521,1.19760102
"Barley, winter",organic,1522,0
"Barley, winter",organic,1611,0
"Barley, winter",organic,1612,6.987577812
"Barley, winter",organic,1613,3.766485712
"Barley, winter",organic,1614,13.30976744
"Barley, winter",organic,1615,6.279904783
"Barley, winter",organic,1616,5.163046832
"Barley, winter",organic,1617,0.587942423
"Barley, winter",organic,1621,6.533485737
"Barley, winter",organic,1622,18.44423824
"Barley, winter",organic,1623,15.55151395
"Barley, winter",organic,1711,2.56409817
"Barley, winter",organic,1712,0
"Barley, winter",organic,1713,0.126207921
"Barley, winter",organic,1721,0.248507542
"Barley, winter",organic,1722,7.764446818
"Barley, winter",organic,1723,0
"Barley, winter",organic,1724,0
"Barley, winter",organic,1811,1.526502453
"Barley, winter",organic,1812,7.431787962
"Barley, winter",organic,1813,0.205943788
"Barley, winter",organic,1821,3.233790361
"Barley, winter",organic,1911,10.2041004
"Barley, winter",organic,1912,0.257696521
"Barley, winter",organic,1921,14.30411234
"Barley, winter",organic,1922,2.9586968
"Barley, winter",organic,2011,2.237496586
"Barley, winter",organic,2012,1.279049159
"Barley, winter",organic,2019,0
"Barley, winter",organic,2111,1.867660728
"Barley, winter",organic,2121,0
"Barley, winter",organic,2122,0
"Barley, winter",organic,2211,0
"Barley, winter",organic,2212,0
"Barley, winter",organic,2221,0
"Barley, winter",organic,2311,0
"Barley, winter",organic,2312,0
"Barley, winter",organic,2319,0
"Barley, winter",organic,2331,0
"Barley, winter",organic,2411,0
"Barley, winter",organic,2412,0
"Barley, winter",organic,2413,0
"Barley, winter",organic,2414,0
"Barley, winter",organic,2415,0
"Barley, winter",organic,2419,0
"Barley, winter",organic,2511,0
"Barley, winter",organic,2512,0
"Barley, winter",organic,2519,0
"Barley, winter",organic,2521,0
"Barley, winter",organic,311,16.08572378
"Barley, winter",organic,312,3.842773388
"Barley, winter",organic,321,36.27718698
"Barley, winter",organic,322,0
"Barley, winter",organic,411,4.499504117
"Barley, winter",organic,421,1.455662703
"Barley, winter",organic,422,0.455092025
"Barley, winter",organic,431,0.518846304
"Barley, winter",organic,511,0.048584402
"Barley, winter",organic,512,0.077426291
"Barley, winter",organic,513,5.531826869
"Barley, winter",organic,514,2.737908154
"Barley, winter",organic,515,1.357523455
"Barley, winter",organic,521,0.1111829
"Barley, winter",organic,611,0.124005697
"Barley, winter",organic,612,5.039695475
"Barley, winter",organic,621,1.186478801
"Barley, winter",organic,622,0.732835793
"Barley, winter",organic,711,1.820945588
"Barley, winter",organic,731,1.090911535
"Barley, winter",organic,811,21.49601551
"Barley, winter",organic,812,13.3729463
"Barley, winter",organic,813,1.820382857
"Barley, winter",organic,814,0.132966349
"Barley, winter",organic,821,0.666562198
"Barley, winter",organic,831,1.72113756
"Barley, winter",organic,911,25.34209896
"Barley, winter",organic,912,53.99621111
"Barley, winter",organic,913,9.892229734
"Beans, dry",conventional,1011,0
"Beans, dry",conventional,111,0
"Beans, dry",conventional,1111,0
"Beans, dry",conventional,1112,0
"Beans, dry",conventional,112,0
"Beans, dry",conventional,1121,0
"Beans, dry",conventional,1122,0
"Beans, dry",conventional,1123,0
"Beans, dry",conventional,1124,0
"Beans, dry",conventional,1131,0
"Beans, dry",conventional,1211,0
"Beans, dry",conventional,1212,0
"Beans, dry",conventional,1213,0
"Beans, dry",conventional,1214,0
"Beans, dry",conventional,1215,0
"Beans, dry",conventional,1216,0
"Beans, dry",conventional,1221,0
"Beans, dry",conventional,1222,0
"Beans, dry",conventional,1311,0
"Beans, dry",conventional,1321,0
"Beans, dry",conventional,1322,0
"Beans, dry",conventional,1331,0
"Beans, dry",conventional,1411,0
"Beans, dry",conventional,1412,0
"Beans, dry",conventional,1421,0
"Beans, dry",conventional,1511,0
"Beans, dry",conventional,1512,0
"Beans, dry",conventional,1521,0
"Beans, dry",conventional,1522,0
"Beans, dry",conventional,1611,0
"Beans, dry",conventional,1612,0
"Beans, dry",conventional,1613,0
"Beans, dry",conventional,1614,0
"Beans, dry",conventional,1615,0
"Beans, dry",conventional,1616,0
"Beans, dry",conventional,1617,0
"Beans, dry",conventional,1621,0
"Beans, dry",conventional,1622,0
"Beans, dry",conventional,1623,0
"Beans, dry",conventional,1711,0
"Beans, dry",conventional,1712,0
"Beans, dry",conventional,1713,0
"Beans, dry",conventional,1721,0
"Beans, dry",conventional,1722,0
"Beans, dry",conventional,1723,0
"Beans, dry",conventional,1724,0
"Beans, dry",conventional,1811,0
"Beans, dry",conventional,1812,0
"Beans, dry",conventional,1813,0
"Beans, dry",conventional,1821,0
"Beans, dry",conventional,1911,0
"Beans, dry",conventional,1912,0
"Beans, dry",conventional,1921,0
"Beans, dry",conventional,1922,0
"Beans, dry",conventional,2011,0
"Beans, dry",conventional,2012,0
"Beans, dry",conventional,2019,0
"Beans, dry",conventional,2111,0
"Beans, dry",conventional,2121,0
"Beans, dry",conventional,2122,0
"Beans, dry",conventional,2211,0
"Beans, dry",conventional,2212,0
"Beans, dry",conventional,2221,0
"Beans, dry",conventional,2311,0
"Beans, dry",conventional,2312,0
"Beans, dry",conventional,2319,0
"Beans, dry",conventional,2331,0
"Beans, dry",conventional,2411,0
"Beans, dry",conventional,2412,0
"Beans, dry",conventional,2413,0
"Beans, dry",conventional,2414,0
"Beans, dry",conventional,2415,0
"Beans, dry",conventional,2419,0
"Beans, dry",conventional,2511,0
"Beans, dry",conventional,2512,0
"Beans, dry",conventional,2519,0
"Beans, dry",conventional,2521,0
"Beans, dry",conventional,311,0
"Beans, dry",conventional,312,0
"Beans, dry",conventional,321,0
"Beans, dry",conventional,322,0
"Beans, dry",conventional,411,0
"Beans, dry",conventional,421,0
"Beans, dry",conventional,422,0
"Beans, dry",conventional,431,0
"Beans, dry",conventional,511,0
"Beans, dry",conventional,512,0
"Beans, dry",conventional,513,0
"Beans, dry",conventional,514,0
"Beans, dry",conventional,515,0
"Beans, dry",conventional,521,0
"Beans, dry",conventional,611,0
"Beans, dry",conventional,612,0
"Beans, dry",conventional,621,0
"Beans, dry",conventional,622,0
"Beans, dry",conventional,711,0
"Beans, dry",conventional,731,0
"Beans, dry",conventional,811,375.5789804
"Beans, dry",conventional,812,185.501267
"Beans, dry",conventional,813,0
"Beans, dry",conventional,814,0
"Beans, dry",conventional,821,0
"Beans, dry",conventional,831,0
"Beans, dry",conventional,911,22.40985484
"Beans, dry",conventional,912,65.74682258
"Beans, dry",conventional,913,0
"Beans, dry",organic,1011,0
"Beans, dry",organic,111,0
"Beans, dry",organic,1111,0
"Beans, dry",organic,1112,0
"Beans, dry",organic,112,0
"Beans, dry",organic,1121,0
"Beans, dry",organic,1122,0
"Beans, dry",organic,1123,0
"Beans, dry",organic,1124,0
"Beans, dry",organic,1131,0
"Beans, dry",organic,1211,0
"Beans, dry",organic,1212,0
"Beans, dry",organic,1213,0
"Beans, dry",organic,1214,0
"Beans, dry",organic,1215,0
"Beans, dry",organic,1216,0
"Beans, dry",organic,1221,0
"Beans, dry",organic,1222,0
"Beans, dry",organic,1311,0
"Beans, dry",organic,1321,0
"Beans, dry",organic,1322,0
"Beans, dry",organic,1331,0
"Beans, dry",organic,1411,0
"Beans, dry",organic,1412,0
"Beans, dry",organic,1421,0
"Beans, dry",organic,1511,0
"Beans, dry",organic,1512,0
"Beans, dry",organic,1521,0
"Beans, dry",organic,1522,0
"Beans, dry",organic,1611,0
"Beans, dry",organic,1612,0
"Beans, dry",organic,1613,0
"Beans, dry",organic,1614,0
"Beans, dry",organic,1615,0
"Beans, dry",organic,1616,0
"Beans, dry",organic,1617,0
"Beans, dry",organic,1621,0
"Beans, dry",organic,1622,0
"Beans, dry",organic,1623,0
"Beans, dry",organic,1711,0
"Beans, dry",organic,1712,0
"Beans, dry",organic,1713,0
"Beans, dry",organic,1721,0
"Beans, dry",organic,1722,0
"Beans, dry",organic,1723,0
"Beans, dry",organic,1724,0
"Beans, dry",organic,1811,0
"Beans, dry",organic,1812,0
"Beans, dry",organic,1813,0
"Beans, dry",organic,1821,0
"Beans, dry",organic,1911,0
"Beans, dry",organic,1912,0
"Beans, dry",organic,1921,0
"Beans, dry",organic,1922,0
"Beans, dry",organic,2011,0
"Beans, dry",organic,2012,0
"Beans, dry",organic,2019,0
"Beans, dry",organic,2111,0
"Beans, dry",organic,2121,0
"Beans, dry",organic,2122,0
